,userId,imdbId,rating
224,105,77416,4.0
225,152,77416,3.5
226,195,77416,3.0
227,232,77416,5.0
228,248,77416,5.0
229,257,77416,4.0
230,265,77416,4.0
231,303,77416,4.0
232,309,77416,4.0
233,344,77416,5.0
234,353,77416,1.5
235,370,77416,4.0
236,373,77416,5.0
237,380,77416,4.0
238,391,77416,5.0
239,394,77416,0.5
240,423,77416,3.5
241,434,77416,4.0
242,452,77416,5.0
243,457,77416,4.0
244,461,77416,3.0
245,468,77416,4.0
246,472,77416,2.0
247,509,77416,5.0
248,527,77416,4.5
249,533,77416,3.0
250,547,77416,5.0
251,564,77416,4.0
252,577,77416,5.0
253,585,77416,4.0
254,587,77416,5.0
255,592,77416,2.0
256,647,77416,5.0
257,648,77416,2.0
258,661,77416,4.5
259,1,52618,2.0
260,7,52618,4.0
261,15,52618,2.0
262,19,52618,4.0
263,21,52618,5.0
264,23,52618,4.0
265,34,52618,5.0
266,49,52618,5.0
267,102,52618,4.0
268,119,52618,5.0
269,137,52618,5.0
270,195,52618,5.0
271,207,52618,0.5
272,212,52618,3.5
273,229,52618,5.0
274,232,52618,4.0
275,311,52618,4.0
276,313,52618,5.0
277,326,52618,3.0
278,335,52618,3.0
279,346,52618,2.0
280,358,52618,4.0
281,363,52618,5.0
282,387,52618,3.0
283,388,52618,5.0
284,390,52618,3.0
285,391,52618,4.0
286,404,52618,5.0
287,405,52618,4.5
288,434,52618,5.0
289,452,52618,3.0
290,461,52618,4.0
291,466,52618,4.0
292,468,52618,2.5
293,470,52618,3.0
294,488,52618,3.5
295,505,52618,3.5
296,529,52618,2.0
297,559,52618,5.0
298,575,52618,3.0
299,577,52618,5.0
300,585,52618,5.0
301,587,52618,5.0
302,596,52618,4.0
303,598,52618,4.0
304,605,52618,4.0
305,1,83987,2.0
306,15,83987,4.0
307,20,83987,3.5
308,23,83987,5.0
309,48,83987,4.0
310,73,83987,4.5
311,78,83987,5.0
312,88,83987,4.0
313,102,83987,5.0
314,119,83987,4.0
315,130,83987,4.0
316,195,83987,4.0
317,211,83987,5.0
318,212,83987,4.0
319,232,83987,5.0
320,236,83987,3.0
321,265,83987,4.0
322,281,83987,4.5
323,283,83987,4.5
324,309,83987,5.0
325,311,83987,5.0
326,335,83987,4.5
327,353,83987,2.0
328,387,83987,3.0
329,388,83987,4.5
330,391,83987,4.0
331,394,83987,1.5
332,419,83987,4.5
333,434,83987,2.0
334,452,83987,4.0
335,468,83987,3.5
336,497,83987,4.0
337,505,83987,3.5
338,527,83987,2.5
339,529,83987,4.0
340,532,83987,4.5
341,539,83987,3.0
342,545,83987,5.0
343,547,83987,5.0
344,564,83987,4.0
345,575,83987,4.0
346,576,83987,5.0
347,587,83987,5.0
348,601,83987,4.5
349,607,83987,3.5
350,634,83987,3.0
351,1,103874,3.5
352,15,103874,2.0
353,19,103874,3.0
354,22,103874,4.5
355,30,103874,4.0
356,34,103874,4.0
357,73,103874,3.0
358,81,103874,1.5
359,95,103874,5.0
360,102,103874,3.0
361,103,103874,3.5
362,119,103874,5.0
363,130,103874,2.0
364,195,103874,4.0
365,207,103874,4.0
366,243,103874,4.5
367,247,103874,4.0
368,285,103874,3.0
369,290,103874,4.5
370,294,103874,3.0
371,297,103874,4.5
372,300,103874,3.0
373,308,103874,1.0
374,310,103874,3.5
375,312,103874,4.0
376,325,103874,2.5
377,337,103874,1.0
378,358,103874,1.0
379,362,103874,4.5
380,380,103874,3.5
381,388,103874,3.0
382,403,103874,5.0
383,463,103874,4.0
384,468,103874,2.5
385,470,103874,2.5
386,472,103874,1.0
387,509,103874,2.0
388,514,103874,3.0
389,518,103874,3.0
390,529,103874,3.0
391,534,103874,4.0
392,560,103874,3.0
393,562,103874,3.5
394,564,103874,3.0
395,575,103874,4.0
396,580,103874,3.0
397,614,103874,4.0
398,617,103874,4.0
399,618,103874,4.0
400,658,103874,4.0
401,664,103874,3.5
402,665,103874,3.0
403,1,101540,2.0
404,19,101540,4.0
405,23,101540,4.0
406,27,101540,4.0
407,30,101540,5.0
408,73,101540,4.0
409,120,101540,3.5
410,177,101540,3.0
411,207,101540,5.0
412,214,101540,5.0
413,242,101540,4.0
414,262,101540,2.0
415,291,101540,4.5
416,299,101540,4.0
417,306,101540,4.0
418,311,101540,2.0
419,341,101540,4.0
420,342,101540,4.0
421,344,101540,3.0
422,388,101540,2.0
423,403,101540,4.0
424,407,101540,3.0
425,452,101540,4.0
426,457,101540,4.0
427,463,101540,4.0
428,514,101540,4.0
429,518,101540,3.0
430,529,101540,5.0
431,534,101540,4.0
432,547,101540,4.0
433,564,101540,4.0
434,580,101540,3.5
435,596,101540,3.5
436,605,101540,3.0
437,607,101540,3.0
438,613,101540,4.0
439,624,101540,5.0
440,647,101540,4.0
441,654,101540,4.0
442,1,79945,2.5
443,4,79945,4.0
444,7,79945,3.0
445,19,79945,4.0
446,21,79945,3.0
447,22,79945,2.0
448,41,79945,3.5
449,78,79945,4.0
450,118,79945,3.0
451,130,79945,3.0
452,150,79945,2.5
453,202,79945,4.0
454,207,79945,0.5
455,217,79945,4.5
456,232,79945,4.0
457,281,79945,4.0
458,285,79945,3.0
459,290,79945,4.0
460,310,79945,1.0
461,311,79945,3.0
462,325,79945,3.5
463,346,79945,3.0
464,363,79945,2.0
465,370,79945,3.5
466,390,79945,3.0
467,439,79945,1.0
468,458,79945,3.5
469,463,79945,3.0
470,466,79945,3.0
471,477,79945,5.0
472,509,79945,3.0
473,514,79945,4.0
474,518,79945,3.0
475,527,79945,4.0
476,529,79945,2.0
477,533,79945,3.0
478,546,79945,4.5
479,547,79945,1.0
480,564,79945,4.0
481,574,79945,3.0
482,575,79945,1.0
483,580,79945,2.5
484,592,79945,1.0
485,607,79945,4.0
486,624,79945,3.0
487,634,79945,3.5
488,654,79945,4.0
489,1,115641,1.0
490,7,115641,5.0
491,15,115641,3.0
492,19,115641,3.0
493,25,115641,3.0
494,26,115641,1.5
495,73,115641,3.5
496,87,115641,2.0
497,102,115641,4.0
498,150,115641,3.0
499,154,115641,4.0
500,165,115641,4.0
501,198,115641,3.0
502,207,115641,2.5
503,224,115641,4.0
504,247,115641,3.0
505,285,115641,2.0
506,306,115641,4.0
507,312,115641,3.0
508,361,115641,3.0
509,380,115641,3.0
510,384,115641,3.0
511,388,115641,3.0
512,390,115641,1.0
513,420,115641,1.0
514,423,115641,3.5
515,428,115641,3.0
516,457,115641,2.5
517,461,115641,2.0
518,468,115641,3.0
519,472,115641,3.0
520,502,115641,3.0
521,509,115641,2.5
522,534,115641,5.0
523,547,115641,4.0
524,564,115641,4.0
525,580,115641,1.5
526,586,115641,4.0
527,605,115641,3.0
528,606,115641,3.0
529,607,115641,3.5
530,617,115641,2.0
531,624,115641,4.0
532,634,115641,3.0
533,654,115641,4.5
534,664,115641,3.0
535,1,67116,4.0
536,4,67116,5.0
537,15,67116,3.0
538,23,67116,3.0
539,30,67116,4.0
540,56,67116,4.0
541,57,67116,5.0
542,73,67116,3.5
543,102,67116,5.0
544,105,67116,3.5
545,118,67116,4.0
546,119,67116,4.0
547,195,67116,3.0
548,202,67116,4.0
549,214,67116,5.0
550,220,67116,3.0
551,232,67116,5.0
552,242,67116,5.0
553,265,67116,4.0
554,311,67116,3.5
555,342,67116,4.0
556,358,67116,3.0
557,360,67116,3.0
558,387,67116,5.0
559,405,67116,4.5
560,423,67116,3.5
561,431,67116,3.0
562,436,67116,4.0
563,452,67116,4.0
564,457,67116,3.5
565,468,67116,3.0
566,472,67116,5.0
567,509,67116,3.0
568,510,67116,4.0
569,520,67116,4.0
570,529,67116,3.0
571,547,67116,5.0
572,564,67116,4.0
573,574,67116,4.0
574,585,67116,5.0
575,587,67116,4.0
576,594,67116,5.0
577,605,67116,4.0
578,608,67116,5.0
579,624,67116,5.0
580,669,67116,4.0
581,1,84827,4.0
582,4,84827,4.0
583,15,84827,4.0
584,30,84827,2.0
585,34,84827,4.0
586,35,84827,3.5
587,41,84827,5.0
588,49,84827,3.0
589,59,84827,1.0
590,73,84827,3.0
591,77,84827,4.0
592,95,84827,3.0
593,102,84827,3.0
594,119,84827,3.0
595,130,84827,4.0
596,185,84827,3.0
597,195,84827,3.0
598,197,84827,5.0
599,212,84827,3.0
600,214,84827,4.0
601,232,84827,5.0
602,257,84827,1.0
603,285,84827,3.0
604,287,84827,4.0
605,294,84827,3.5
606,312,84827,4.0
607,328,84827,3.0
608,346,84827,5.0
609,363,84827,3.0
610,380,84827,4.0
611,401,84827,4.0
612,461,84827,2.5
613,463,84827,4.0
614,468,84827,3.0
615,470,84827,3.0
616,497,84827,1.0
617,509,84827,3.0
618,518,84827,3.0
619,525,84827,4.0
620,533,84827,4.0
621,561,84827,4.5
622,564,84827,4.0
623,575,84827,4.0
624,577,84827,4.0
625,580,84827,4.0
626,624,84827,4.0
627,654,84827,3.5
628,1,80801,3.0
629,15,80801,3.0
630,43,80801,3.0
631,54,80801,4.0
632,73,80801,3.0
633,79,80801,0.5
634,130,80801,4.0
635,177,80801,4.0
636,195,80801,2.0
637,232,80801,5.0
638,294,80801,4.0
639,311,80801,3.5
640,350,80801,4.0
641,358,80801,3.0
642,373,80801,3.0
643,387,80801,5.0
644,405,80801,5.0
645,408,80801,2.0
646,439,80801,3.0
647,467,80801,3.0
648,468,80801,2.5
649,472,80801,4.0
650,474,80801,1.0
651,485,80801,4.0
652,497,80801,4.0
653,500,80801,4.0
654,510,80801,4.0
655,547,80801,4.5
656,564,80801,3.0
657,575,80801,4.0
658,580,80801,3.5
659,594,80801,4.0
660,597,80801,5.0
661,605,80801,3.0
662,646,80801,5.0
663,654,80801,4.0
664,1,96446,2.0
665,4,96446,3.0
666,30,96446,3.0
667,33,96446,2.0
668,57,96446,5.0
669,59,96446,0.5
670,73,96446,4.0
671,95,96446,5.0
672,98,96446,2.5
673,102,96446,3.0
674,119,96446,4.0
675,185,96446,3.0
676,195,96446,3.0
677,212,96446,2.5
678,213,96446,2.5
679,228,96446,5.0
680,232,96446,5.0
681,243,96446,3.5
682,247,96446,4.0
683,253,96446,3.0
684,294,96446,3.5
685,295,96446,4.0
686,303,96446,3.0
687,325,96446,1.0
688,346,96446,4.0
689,384,96446,2.5
690,405,96446,4.0
691,461,96446,3.0
692,463,96446,3.0
693,466,96446,2.0
694,468,96446,2.5
695,509,96446,2.0
696,518,96446,5.0
697,525,96446,4.0
698,564,96446,4.0
699,575,96446,5.0
700,579,96446,0.5
701,580,96446,3.5
702,604,96446,1.0
703,607,96446,4.5
704,654,96446,4.0
705,665,96446,3.0
706,1,120587,2.0
707,5,120587,4.0
708,9,120587,2.0
709,15,120587,2.0
710,48,120587,3.0
711,73,120587,3.5
712,95,120587,4.0
713,105,120587,3.5
714,130,120587,3.0
715,150,120587,2.5
716,185,120587,3.0
717,190,120587,3.0
718,193,120587,4.0
719,195,120587,4.0
720,212,120587,2.5
721,213,120587,2.0
722,220,120587,5.0
723,226,120587,2.0
724,236,120587,3.5
725,276,120587,3.5
726,285,120587,4.0
727,290,120587,5.0
728,295,120587,3.0
729,304,120587,3.5
730,328,120587,3.0
731,363,120587,4.0
732,373,120587,3.0
733,381,120587,5.0
734,412,120587,3.0
735,452,120587,3.0
736,458,120587,2.0
737,461,120587,1.5
738,468,120587,2.5
739,472,120587,4.0
740,480,120587,4.5
741,518,120587,3.0
742,534,120587,4.0
743,546,120587,5.0
744,557,120587,1.5
745,559,120587,3.0
746,560,120587,4.0
747,561,120587,2.5
748,562,120587,4.0
749,564,120587,4.0
750,580,120587,3.0
751,582,120587,2.0
752,595,120587,1.0
753,607,120587,3.5
754,608,120587,4.0
755,611,120587,3.0
756,646,120587,4.0
757,654,120587,4.0
758,656,120587,5.0
759,1,91064,2.5
760,15,91064,3.5
761,17,91064,4.0
762,41,91064,3.0
763,43,91064,3.0
764,48,91064,2.5
765,66,91064,3.0
766,73,91064,4.0
767,75,91064,4.5
768,95,91064,4.0
769,102,91064,3.0
770,105,91064,3.0
771,118,91064,4.0
772,119,91064,3.0
773,130,91064,3.0
774,155,91064,4.0
775,157,91064,4.5
776,165,91064,3.0
777,167,91064,5.0
778,199,91064,4.0
779,212,91064,2.0
780,214,91064,4.0
781,299,91064,5.0
782,303,91064,3.5
783,306,91064,4.0
784,310,91064,2.5
785,346,91064,1.0
786,355,91064,4.5
787,363,91064,3.0
788,380,91064,4.0
789,395,91064,2.0
790,401,91064,5.0
791,461,91064,4.0
792,463,91064,4.0
793,468,91064,2.5
794,482,91064,2.0
795,518,91064,4.0
796,533,91064,2.0
797,544,91064,4.5
798,546,91064,1.0
799,547,91064,4.0
800,560,91064,4.0
801,564,91064,5.0
802,599,91064,3.5
803,606,91064,2.0
804,624,91064,3.0
805,626,91064,3.0
806,1,81633,1.0
807,4,81633,5.0
808,35,81633,0.5
809,49,81633,4.0
810,68,81633,1.0
811,73,81633,3.5
812,77,81633,4.0
813,102,81633,4.0
814,105,81633,4.0
815,118,81633,4.0
816,119,81633,4.0
817,130,81633,4.0
818,195,81633,3.0
819,197,81633,1.0
820,207,81633,2.0
821,229,81633,4.0
822,232,81633,5.0
823,268,81633,3.5
824,282,81633,4.5
825,299,81633,4.0
826,306,81633,3.0
827,312,81633,3.0
828,346,81633,5.0
829,380,81633,4.0
830,423,81633,4.0
831,428,81633,3.0
832,439,81633,1.0
833,461,81633,3.0
834,468,81633,3.0
835,472,81633,4.0
836,480,81633,5.0
837,518,81633,4.0
838,525,81633,4.0
839,533,81633,3.0
840,546,81633,3.5
841,564,81633,3.0
842,575,81633,5.0
843,577,81633,5.0
844,580,81633,3.0
845,586,81633,5.0
846,613,81633,4.0
847,624,81633,5.0
848,654,81633,5.0
849,1,71230,3.0
850,15,71230,2.0
851,23,71230,3.5
852,30,71230,4.0
853,56,71230,4.0
854,73,71230,3.0
855,75,71230,4.0
856,76,71230,3.5
857,77,71230,4.0
858,83,71230,4.5
859,102,71230,4.0
860,120,71230,2.5
861,125,71230,4.5
862,130,71230,2.0
863,134,71230,4.5
864,148,71230,4.0
865,178,71230,4.0
866,195,71230,5.0
867,196,71230,5.0
868,212,71230,2.5
869,222,71230,3.0
870,265,71230,5.0
871,285,71230,3.0
872,291,71230,5.0
873,294,71230,3.0
874,306,71230,4.0
875,309,71230,5.0
876,315,71230,5.0
877,352,71230,4.0
878,380,71230,4.0
879,387,71230,3.0
880,398,71230,5.0
881,405,71230,4.0
882,423,71230,3.5
883,424,71230,3.5
884,428,71230,4.5
885,430,71230,4.5
886,442,71230,5.0
887,452,71230,4.0
888,460,71230,4.0
889,468,71230,2.5
890,472,71230,5.0
891,505,71230,3.5
892,509,71230,4.0
893,519,71230,4.5
894,529,71230,4.0
895,553,71230,3.5
896,561,71230,4.5
897,564,71230,5.0
898,575,71230,4.0
899,580,71230,4.0
900,585,71230,4.0
901,587,71230,4.0
902,598,71230,4.0
903,604,71230,3.5
904,605,71230,4.0
905,615,71230,3.5
906,621,71230,5.0
907,624,71230,5.0
908,634,71230,3.5
909,654,71230,4.5
910,671,71230,3.0
911,2,113189,4.0
912,4,113189,4.0
913,7,113189,3.0
914,15,113189,3.0
915,19,113189,3.0
916,21,113189,3.0
917,39,113189,5.0
918,47,113189,4.0
919,50,113189,4.0
920,56,113189,4.0
921,73,113189,3.0
922,74,113189,5.0
923,77,113189,3.0
924,78,113189,5.0
925,80,113189,3.0
926,82,113189,3.0
927,85,113189,5.0
928,92,113189,2.0
929,105,113189,3.5
930,108,113189,4.0
931,110,113189,4.0
932,111,113189,3.5
933,113,113189,3.0
934,114,113189,4.0
935,121,113189,3.0
936,122,113189,3.0
937,126,113189,3.0
938,130,113189,3.5
939,134,113189,4.0
940,135,113189,3.0
941,137,113189,4.0
942,144,113189,5.0
943,145,113189,5.0
944,150,113189,4.0
945,151,113189,5.0
946,152,113189,1.5
947,157,113189,3.5
948,159,113189,2.5
949,161,113189,4.0
950,164,113189,4.0
951,165,113189,2.5
952,177,113189,4.0
953,188,113189,4.0
954,191,113189,2.0
955,199,113189,2.5
956,205,113189,3.5
957,212,113189,3.5
958,214,113189,3.0
959,224,113189,3.0
960,236,113189,3.0
961,243,113189,3.5
962,247,113189,4.0
963,249,113189,4.0
964,253,113189,4.0
965,268,113189,3.0
966,279,113189,3.0
967,282,113189,3.0
968,285,113189,4.0
969,288,113189,3.0
970,290,113189,4.5
971,292,113189,4.0
972,294,113189,3.5
973,295,113189,4.5
974,302,113189,3.0
975,311,113189,3.0
976,312,113189,1.0
977,313,113189,3.5
978,353,113189,3.0
979,355,113189,3.5
980,369,113189,3.0
981,375,113189,4.0
982,384,113189,3.5
983,385,113189,3.0
984,388,113189,2.0
985,389,113189,4.0
986,390,113189,3.0
987,396,113189,3.0
988,399,113189,3.0
989,400,113189,3.0
990,405,113189,3.5
991,415,113189,4.0
992,416,113189,4.0
993,418,113189,2.5
994,428,113189,2.5
995,430,113189,3.5
996,447,113189,3.0
997,457,113189,2.0
998,458,113189,4.0
999,461,113189,2.0
1000,464,113189,5.0
1001,468,113189,3.0
1002,471,113189,4.5
1003,487,113189,4.0
1004,516,113189,4.0
1005,525,113189,3.0
1006,535,113189,3.0
1007,548,113189,4.0
1008,550,113189,4.0
1009,552,113189,3.0
1010,555,113189,3.0
1011,560,113189,4.0
1012,561,113189,3.5
1013,564,113189,3.0
1014,568,113189,4.0
1015,574,113189,3.0
1016,577,113189,3.5
1017,588,113189,3.0
1018,589,113189,4.0
1019,590,113189,3.0
1020,592,113189,4.0
1021,593,113189,2.0
1022,596,113189,3.5
1023,602,113189,3.0
1024,607,113189,3.5
1025,608,113189,3.0
1026,624,113189,4.0
1027,641,113189,3.0
1028,649,113189,5.0
1029,650,113189,4.0
1030,654,113189,4.0
1031,662,113189,3.0
1032,666,113189,3.0
1033,2,114388,5.0
1034,9,114388,4.0
1035,15,114388,3.0
1036,18,114388,4.0
1037,44,114388,2.0
1038,57,114388,5.0
1039,67,114388,4.0
1040,70,114388,4.0
1041,74,114388,4.0
1042,86,114388,5.0
1043,93,114388,4.0
1044,99,114388,3.0
1045,121,114388,5.0
1046,122,114388,3.0
1047,161,114388,5.0
1048,162,114388,4.0
1049,172,114388,4.0
1050,182,114388,3.0
1051,211,114388,4.0
1052,212,114388,3.5
1053,220,114388,5.0
1054,224,114388,5.0
1055,232,114388,5.0
1056,233,114388,5.0
1057,240,114388,4.0
1058,268,114388,3.0
1059,280,114388,5.0
1060,283,114388,2.5
1061,284,114388,1.0
1062,294,114388,4.0
1063,306,114388,4.0
1064,308,114388,4.0
1065,311,114388,2.0
1066,312,114388,3.0
1067,319,114388,3.0
1068,338,114388,4.0
1069,358,114388,5.0
1070,361,114388,5.0
1071,371,114388,4.5
1072,382,114388,4.0
1073,385,114388,3.0
1074,390,114388,4.0
1075,391,114388,4.0
1076,396,114388,4.0
1077,408,114388,4.0
1078,413,114388,3.0
1079,431,114388,5.0
1080,434,114388,5.0
1081,447,114388,3.0
1082,452,114388,4.0
1083,461,114388,4.5
1084,463,114388,4.0
1085,465,114388,5.0
1086,468,114388,3.5
1087,472,114388,4.0
1088,484,114388,5.0
1089,487,114388,5.0
1090,493,114388,4.0
1091,509,114388,4.0
1092,510,114388,4.0
1093,514,114388,3.0
1094,517,114388,5.0
1095,518,114388,5.0
1096,529,114388,4.5
1097,530,114388,4.0
1098,534,114388,2.0
1099,537,114388,5.0
1100,539,114388,4.0
1101,547,114388,5.0
1102,554,114388,5.0
1103,555,114388,3.0
1104,559,114388,4.0
1105,564,114388,3.0
1106,575,114388,5.0
1107,577,114388,5.0
1108,578,114388,3.0
1109,595,114388,4.0
1110,598,114388,2.0
1111,608,114388,3.0
1112,616,114388,3.0
1113,636,114388,3.0
1114,640,114388,4.0
1115,650,114388,4.0
1116,654,114388,4.5
1117,659,114388,4.0
1118,667,114388,2.0
1119,2,112697,5.0
1120,5,112697,4.0
1121,15,112697,2.5
1122,19,112697,3.0
1123,34,112697,3.0
1124,43,112697,4.0
1125,47,112697,3.0
1126,50,112697,2.0
1127,56,112697,5.0
1128,69,112697,4.5
1129,73,112697,4.0
1130,77,112697,2.5
1131,78,112697,5.0
1132,82,112697,5.0
1133,83,112697,4.0
1134,86,112697,4.0
1135,88,112697,3.0
1136,92,112697,2.0
1137,93,112697,4.0
1138,98,112697,3.0
1139,99,112697,4.0
1140,110,112697,5.0
1141,111,112697,4.5
1142,121,112697,4.0
1143,126,112697,3.0
1144,128,112697,4.0
1145,129,112697,3.0
1146,134,112697,3.5
1147,144,112697,3.0
1148,149,112697,3.5
1149,150,112697,2.5
1150,151,112697,3.0
1151,161,112697,3.0
1152,168,112697,4.0
1153,176,112697,1.0
1154,187,112697,4.5
1155,188,112697,3.0
1156,192,112697,3.0
1157,195,112697,3.0
1158,212,112697,2.0
1159,213,112697,2.0
1160,219,112697,4.0
1161,239,112697,5.0
1162,240,112697,4.5
1163,247,112697,3.0
1164,254,112697,2.0
1165,262,112697,2.5
1166,264,112697,5.0
1167,266,112697,5.0
1168,268,112697,3.5
1169,275,112697,4.5
1170,288,112697,3.0
1171,292,112697,4.5
1172,294,112697,4.0
1173,295,112697,4.0
1174,306,112697,5.0
1175,308,112697,4.0
1176,311,112697,3.0
1177,312,112697,5.0
1178,315,112697,1.0
1179,319,112697,3.0
1180,338,112697,3.0
1181,344,112697,3.0
1182,358,112697,5.0
1183,369,112697,3.0
1184,373,112697,5.0
1185,380,112697,3.0
1186,382,112697,2.0
1187,385,112697,4.0
1188,388,112697,3.0
1189,394,112697,3.0
1190,400,112697,4.0
1191,408,112697,4.0
1192,412,112697,3.0
1193,416,112697,3.0
1194,421,112697,3.0
1195,422,112697,4.0
1196,424,112697,3.5
1197,439,112697,4.0
1198,447,112697,3.0
1199,452,112697,3.0
1200,457,112697,2.0
1201,461,112697,4.5
1202,463,112697,3.0
1203,464,112697,5.0
1204,465,112697,4.5
1205,466,112697,4.0
1206,468,112697,3.0
1207,472,112697,4.0
1208,487,112697,4.0
1209,491,112697,4.0
1210,500,112697,2.5
1211,514,112697,3.0
1212,516,112697,3.0
1213,517,112697,4.0
1214,518,112697,4.0
1215,527,112697,2.5
1216,534,112697,2.0
1217,536,112697,5.0
1218,547,112697,3.0
1219,548,112697,3.0
1220,561,112697,2.5
1221,562,112697,3.5
1222,564,112697,5.0
1223,569,112697,4.0
1224,575,112697,3.0
1225,580,112697,4.0
1226,585,112697,4.0
1227,597,112697,5.0
1228,598,112697,3.0
1229,599,112697,5.0
1230,605,112697,4.0
1231,617,112697,3.0
1232,639,112697,4.0
1233,641,112697,5.0
1234,649,112697,4.0
1235,653,112697,5.0
1236,662,112697,3.0
1237,665,112697,2.0
1238,666,112697,2.0
1239,2,114369,4.0
1240,8,114369,5.0
1241,9,114369,3.0
1242,13,114369,2.5
1243,15,114369,5.0
1244,17,114369,5.0
1245,19,114369,5.0
1246,21,114369,4.0
1247,22,114369,3.5
